"alpha","MolMR","LabuteASA","NumValenceElectrons","HeavyAtomCount","TPSA"
84.49,32.227,53.2504,44.0,9.0,34.14
70.9,28.6,52.812428,46.0,9.0,39.33
72.17,31.1983,50.621887,48.0,9.0,87.66
70.67,31.0552,50.531868,48.0,9.0,76.46
81.49,33.8178,55.070587,50.0,9.0,20.23
76.43,31.4484,52.531464,48.0,9.0,60.16
86.15,36.221,55.706127,50.0,9.0,9.23
84.59,35.3817,55.58065,52.0,9.0,31.17
69.66,28.4977,52.602455,46.0,9.0,45.05
80.52,33.698,55.069656,48.0,9.0,27.03
75.61,34.5208,52.66795,50.0,9.0,82.75
57.07,21.6162,46.128098,46.0,8.0,76.97
67.17,27.6766,52.24848,50.0,9.0,49.69
64.54,28.6864,50.523674,46.0,9.0,68.92
76.66,34.5518,54.361233,52.0,9.0,41.82
71.31,30.9595,53.05792,50.0,9.0,59.24
69.35,29.946,51.51828,48.0,9.0,55.99
58.95,24.9318,46.108955,44.0,8.0,59.15
70.71,30.0183,51.911373,48.0,9.0,50.44
72.94,31.6078,53.824245,48.0,9.0,29.46
79.96,34.197,54.838596,50.0,9.0,20.31
78.16,31.925,54.384068,48.0,9.0,9.23
73.28,31.5737,53.46474,50.0,9.0,45.61
78.16,31.5037,53.85385,46.0,9.0,45.73
79.42,34.6397,54.11103,50.0,9.0,33.62
81.55,34.527,54.98516,46.0,9.0,23.79
67.53,30.2098,52.34957,48.0,9.0,41.82
70.61,27.0527,50.671696,48.0,9.0,49.88
82.69,35.1488,55.47131,52.0,9.0,23.24
68.68,28.4928,48.46008,46.0,8.0,32.76
68.05,30.2914,47.76483,44.0,8.0,41.13
72.56,29.973,52.30512,48.0,9.0,43.37
59.56,24.8151,51.13276,50.0,9.0,86.98
81.63,35.2018,55.830853,54.0,9.0,29.46
77.74,33.0128,54.465477,50.0,9.0,23.24
60.89,27.227,46.362804,40.0,8.0,38.66
79.34,32.888,54.437874,48.0,9.0,17.07
67.92,29.653,52.30512,48.0,9.0,43.37
74.07,30.9038,53.81919,50.0,9.0,29.46
71.79,30.0511,51.339966,48.0,9.0,88.79
72.26,31.5958,49.51972,48.0,8.0,37.3
78.46,34.928,55.203197,50.0,9.0,26.3
80.11,34.5757,54.164837,50.0,9.0,43.93
69.46,31.3281,51.566654,48.0,9.0,60.27
74.21,30.8818,53.81919,50.0,9.0,29.46
81.65,35.5464,55.655544,50.0,9.0,49.81
74.43,32.518,49.133465,44.0,8.0,17.82
71.27,28.941,53.13267,48.0,9.0,21.76
79.92,33.8187,54.628624,50.0,9.0,29.1
81.28,35.35,54.67967,48.0,9.0,13.14
84.36,36.223,56.39573,52.0,9.0,12.53
62.35,23.9805,49.100986,48.0,9.0,70.11
75.11,33.4447,53.159004,48.0,9.0,41.46
83.88,33.3525,53.368305,48.0,9.0,49.66
72.27,30.213,48.67047,40.0,8.0,3.01
85.31,36.7507,55.639515,50.0,9.0,29.1
78.57,33.0407,54.38306,52.0,9.0,38.33
67.72,26.0621,52.60238,52.0,9.0,77.0
83.08,35.1488,55.47131,52.0,9.0,23.24
72.87,31.265,49.710545,44.0,8.0,26.8
72.6,33.009,53.95958,48.0,9.0,45.38
85.19,35.002,55.443707,50.0,9.0,17.07
65.76,29.6402,50.707172,50.0,9.0,122.06
64.12,26.2648,47.454247,44.0,8.0,29.46
51.59,22.4258,40.555912,38.0,7.0,46.26
71.68,30.023,52.99472,50.0,9.0,46.67
75.88,34.5475,54.320328,50.0,9.0,41.82
86.62,37.021,55.95169,48.0,9.0,0.0
82.08,34.132,55.19814,52.0,9.0,26.3
65.32,27.9176,48.180065,46.0,8.0,64.25
74.03,30.9738,53.81919,50.0,9.0,29.46
76.85,32.3884,53.123943,48.0,9.0,46.1
68.2,28.8608,52.6216,50.0,9.0,46.53
71.33,32.6518,50.247482,46.0,9.0,83.38
85.36,36.245,56.39573,52.0,9.0,9.23
74.13,30.8288,53.45965,48.0,9.0,23.24
62.06,25.6488,51.370205,50.0,9.0,59.06
74.14,31.79,54.19231,50.0,9.0,26.3
86.67,36.218,56.036186,50.0,9.0,3.01
83.94,36.218,56.036186,50.0,9.0,3.24
76.7,33.958,53.733578,48.0,9.0,38.66
84.51,35.9778,55.386814,50.0,9.0,20.23
67.28,28.806,52.94091,50.0,9.0,35.53
70.76,33.118,49.566998,46.0,8.0,21.59
78.22,32.7746,54.50571,52.0,9.0,40.46
72.51,31.1767,53.377228,50.0,9.0,48.24
69.46,29.546,53.225777,48.0,9.0,50.09
75.09,32.064,53.502705,48.0,9.0,26.3
71.36,30.5435,48.896397,46.0,8.0,42.17
81.49,35.8847,54.25525,48.0,9.0,29.1
60.5,27.1434,49.122818,48.0,9.0,69.12
71.2,30.7948,53.62743,52.0,9.0,46.53
72.05,28.7135,53.708843,54.0,9.0,64.8
68.44,29.3638,48.513885,46.0,8.0,37.3
80.79,35.666,54.734352,52.0,9.0,38.66
68.62,29.3799,50.751858,46.0,9.0,98.72
82.62,35.2018,55.830853,54.0,9.0,29.46
84.44,36.6987,54.848934,50.0,9.0,25.02
60.3,26.1595,46.501217,46.0,8.0,66.4
47.56,21.1197,35.38171,32.0,6.0,41.57
69.25,29.8738,52.38887,48.0,9.0,65.61
72.36,30.8236,53.30812,52.0,9.0,57.53
73.8,32.7517,53.436092,48.0,9.0,46.17
70.89,29.9965,53.00411,50.0,9.0,41.49
79.77,34.215,52.972076,48.0,9.0,34.89
57.61,26.769,42.95499,32.0,7.0,23.79
70.89,29.4238,52.818413,46.0,9.0,29.46
75.15,33.7252,52.902645,50.0,9.0,64.07
71.16,29.06,52.94091,50.0,9.0,42.13
76.22,34.061,54.010693,46.0,9.0,12.53
68.52,28.7541,52.11992,52.0,9.0,82.63
73.92,31.125,54.1385,50.0,9.0,18.46
71.96,29.5908,52.867165,48.0,9.0,37.3
74.82,30.2477,48.26874,42.0,8.0,39.01
71.82,33.7054,52.66068,46.0,9.0,53.6
72.32,31.7024,52.79098,50.0,9.0,66.16
73.31,30.6014,53.16726,50.0,9.0,52.32
89.06,37.045,56.641296,50.0,9.0,0.0
76.13,32.0136,53.9006,52.0,9.0,43.47
69.01,28.9487,52.3714,48.0,9.0,38.33
81.85,35.1385,55.261337,52.0,9.0,42.17
73.03,31.4974,52.81277,46.0,9.0,51.04
64.74,27.6775,51.80652,50.0,9.0,58.56
67.73,30.0874,47.126137,44.0,8.0,68.01
74.7,33.5764,51.997902,46.0,9.0,53.7
82.08,33.614,54.442932,46.0,9.0,17.07
68.96,26.937,52.451004,44.0,9.0,60.11
69.13,28.4066,52.494045,48.0,9.0,40.46
67.98,32.05,52.727745,46.0,9.0,38.66
77.71,32.9823,52.536175,48.0,9.0,42.23
81.56,35.0512,53.150116,48.0,9.0,59.14
81.65,35.002,55.443707,50.0,9.0,17.07
68.04,32.3217,51.614616,46.0,9.0,50.42
82.48,33.8178,55.070587,50.0,9.0,20.23
82.17,34.109,55.389896,50.0,9.0,9.23
73.14,30.9815,53.05792,50.0,9.0,49.33
75.89,32.7726,53.816105,50.0,9.0,40.46
72.52,29.8725,52.144653,46.0,9.0,53.31
72.06,31.3305,53.145428,50.0,9.0,53.31
71.37,30.192,49.03001,42.0,8.0,9.23
72.5,31.3859,53.269756,50.0,9.0,91.98
88.64,38.354,57.04202,52.0,9.0,3.01
71.83,30.5538,49.106365,46.0,8.0,23.47
69.04,28.5074,49.94771,46.0,9.0,82.49
69.49,28.1998,52.301357,48.0,9.0,64.33
90.27,39.205,56.957523,50.0,9.0,0.0
66.81,26.7768,47.739113,42.0,8.0,44.02
77.43,33.4607,54.667927,50.0,9.0,52.89
67.74,28.3918,51.19541,48.0,9.0,46.01
94.88,41.413,58.652958,54.0,9.0,0.0
74.03,31.8875,51.631096,44.0,9.0,34.89
77.51,32.9146,54.50571,52.0,9.0,40.46
64.55,28.451,42.51245,38.0,7.0,21.59
69.83,29.2708,48.705643,44.0,8.0,20.23
77.3,32.2987,52.91344,50.0,9.0,53.99
77.53,33.1098,54.82502,52.0,9.0,29.46
77.9,34.2414,54.42371,48.0,9.0,43.09
78.68,33.0608,54.465477,50.0,9.0,23.24
75.81,32.334,49.58675,42.0,8.0,0.0
88.55,38.357,56.711956,52.0,9.0,9.23
67.22,27.9678,52.56779,50.0,9.0,38.69
63.74,27.113,47.866665,44.0,8.0,50.09
86.01,37.3328,56.47714,54.0,9.0,23.24
83.71,35.9778,55.386814,50.0,9.0,20.23
73.01,30.539,54.1778,50.0,9.0,42.25
75.5,32.9399,52.30148,48.0,9.0,60.91
60.05,27.9654,45.50022,44.0,8.0,57.88
57.66,23.3807,45.19439,44.0,8.0,59.36
77.48,31.995,54.384068,48.0,9.0,9.23
72.08,30.975,53.419415,46.0,9.0,6.25
86.34,37.116,56.449535,52.0,9.0,17.07
42.05,18.321,42.142033,42.0,8.0,68.88
69.88,29.42,48.335354,42.0,8.0,9.23
80.72,35.2087,54.476536,50.0,9.0,41.57
91.46,37.115,56.641296,50.0,9.0,0.0
73.82,32.1337,49.27457,44.0,8.0,29.1
85.71,35.549,54.236507,48.0,9.0,21.59
62.84,27.081,43.665844,40.0,7.0,9.23
62.69,26.508,47.77356,44.0,8.0,18.46
68.26,28.7687,52.3714,48.0,9.0,38.33
73.02,30.8818,53.81919,50.0,9.0,29.46
77.89,33.256,54.78479,50.0,9.0,12.24
78.03,32.013,53.832767,48.0,9.0,20.31
78.47,35.4678,52.634624,46.0,9.0,65.18
71.47,31.101,53.4489,48.0,9.0,18.46
68.32,29.5923,52.493042,52.0,9.0,69.56
76.7,32.428,50.276352,44.0,8.0,0.0
78.31,33.4826,53.796356,54.0,9.0,62.05
71.21,30.8112,52.12229,50.0,9.0,73.83
93.17,38.333,56.022354,50.0,9.0,9.23
69.3,32.4067,52.745655,46.0,9.0,27.63
63.52,26.6,47.77356,44.0,8.0,21.76
72.19,30.9311,52.173256,48.0,9.0,88.77
63.68,25.283,49.545918,44.0,9.0,79.78
77.97,33.0178,54.82502,52.0,9.0,29.46
82.75,36.311,55.84443,52.0,9.0,20.31
95.8,41.389,57.963352,52.0,9.0,0.0
78.06,32.9146,54.50571,52.0,9.0,40.46
82.8,36.0007,54.944855,50.0,9.0,29.1
68.52,28.2151,51.41942,50.0,9.0,73.05
81.6,33.7698,55.070587,50.0,9.0,20.23
76.93,31.855,54.384068,48.0,9.0,9.23
88.03,37.663,55.242336,50.0,9.0,21.59
75.58,31.6105,52.949898,48.0,9.0,35.83
71.49,30.0288,53.21408,50.0,9.0,32.7
90.85,35.76,54.49763,46.0,9.0,17.82
63.64,28.6967,46.67065,42.0,8.0,38.06
90.09,37.045,56.641296,50.0,9.0,0.0
81.92,33.5058,54.420284,48.0,9.0,44.02
92.02,39.159,57.647125,52.0,9.0,0.0
82.57,34.612,51.282185,46.0,8.0,0.0
83.14,35.3067,55.221107,50.0,9.0,24.95
68.68,28.621,53.13267,48.0,9.0,18.46
78.9,33.5778,55.109886,50.0,9.0,44.02
76.37,32.4307,53.62785,46.0,9.0,29.1
75.92,31.6155,53.30944,50.0,9.0,41.82
69.48,28.779,52.581367,48.0,9.0,29.31
72.31,29.882,53.186478,48.0,9.0,26.3
81.05,34.083,55.389896,50.0,9.0,9.23
69.56,31.0984,51.751446,48.0,9.0,72.52
74.41,31.895,53.832767,48.0,9.0,20.31
63.44,24.4005,49.868824,44.0,9.0,79.78
60.59,25.9844,46.802315,44.0,8.0,52.32
66.08,27.6707,50.85611,48.0,9.0,72.7
67.66,28.683,51.841187,48.0,9.0,55.99
70.87,31.0027,52.972492,46.0,9.0,52.89
75.97,32.6051,53.43108,54.0,9.0,73.05
78.0,34.2227,53.94408,46.0,9.0,29.1
74.38,31.4548,49.711475,46.0,8.0,20.23
83.35,35.397,56.15016,54.0,9.0,18.46
63.19,27.907,47.06333,42.0,8.0,22.37
78.35,31.693,53.832767,48.0,9.0,20.31
86.47,35.9778,55.386814,50.0,9.0,20.23
68.22,29.585,48.8332,46.0,8.0,26.3
82.82,33.7698,55.070587,50.0,9.0,20.23
77.16,34.5362,52.934193,50.0,9.0,60.94
75.44,32.494,54.197365,48.0,9.0,26.3
86.57,36.796,52.288013,48.0,8.0,0.0
77.29,33.6347,54.11103,50.0,9.0,36.09
62.12,25.317,42.944878,36.0,7.0,23.79
74.68,31.8448,53.872997,50.0,9.0,37.3
75.22,26.4109,51.51903,50.0,9.0,84.07
79.41,33.6657,54.859684,48.0,9.0,35.82
69.74,29.7927,52.25524,48.0,9.0,60.86
71.68,30.5968,51.97576,48.0,9.0,33.12
81.94,36.1807,54.944855,50.0,9.0,29.1
76.85,32.428,50.276352,44.0,8.0,0.0
77.11,31.0622,50.392387,48.0,9.0,117.46
72.88,32.2721,53.642876,50.0,9.0,78.91
81.42,33.749,54.739594,48.0,9.0,33.02
78.42,33.0398,54.82502,52.0,9.0,32.76
75.14,30.8338,53.81919,50.0,9.0,29.46
64.04,27.6775,51.80652,50.0,9.0,58.56
67.04,28.092,51.770283,48.0,9.0,48.15
60.36,25.0704,46.570057,46.0,8.0,60.69
81.8,34.5438,55.07564,48.0,9.0,20.23
72.08,30.5938,53.85849,50.0,9.0,56.55
79.9,35.0046,54.821938,52.0,9.0,40.46
86.62,36.194,55.346584,48.0,9.0,3.01
77.12,31.3274,53.172314,48.0,9.0,52.32
89.89,37.021,55.95169,48.0,9.0,0.0
77.55,33.904,55.19814,52.0,9.0,26.3
77.76,34.475,54.680542,52.0,9.0,30.82
63.6,27.8176,52.056725,52.0,9.0,66.76
71.5,33.295,53.230675,46.0,9.0,21.59
75.51,33.389,53.920277,48.0,9.0,21.59
72.57,31.0968,49.750774,46.0,8.0,44.02
61.14,26.123,47.581802,46.0,8.0,35.53
80.92,34.542,51.282185,46.0,8.0,0.0
50.59,22.084,37.340202,34.0,6.0,33.02
82.55,34.1867,54.628624,50.0,9.0,39.01
63.84,29.7992,46.56925,44.0,8.0,60.94
75.78,32.0937,53.159004,48.0,9.0,44.16
66.22,27.238,48.019123,42.0,8.0,9.23
81.07,33.8178,55.070587,50.0,9.0,20.23
81.56,34.2145,54.15632,50.0,9.0,53.31
66.43,29.6545,49.821533,48.0,9.0,97.84
82.92,33.4427,53.127193,42.0,9.0,39.58
77.83,32.404,49.58675,42.0,8.0,0.0
75.37,32.4158,53.3554,50.0,9.0,41.82
72.34,30.5085,53.288975,48.0,9.0,56.05
81.44,35.392,55.79062,52.0,9.0,12.24
72.3,30.517,54.1778,50.0,9.0,42.25
64.29,26.6,51.93508,48.0,9.0,35.53
75.01,31.055,54.1385,50.0,9.0,18.46
74.91,32.402,50.035843,44.0,8.0,12.53
77.5,33.3657,53.780968,50.0,9.0,42.31
68.67,28.0553,50.912376,48.0,9.0,68.01
73.4,31.0138,54.143356,48.0,9.0,67.81
71.7,31.6357,49.269516,46.0,8.0,39.01
81.22,37.4474,54.05534,50.0,9.0,42.4
62.52,26.1898,47.094704,42.0,8.0,23.47
82.84,36.0478,55.386814,50.0,9.0,20.23
74.26,30.324,53.471344,46.0,9.0,40.86
75.94,33.215,54.454727,50.0,9.0,21.76
74.78,29.0941,53.85378,52.0,9.0,67.77
87.29,36.975,56.641296,50.0,9.0,0.0
67.75,26.459,52.12684,46.0,9.0,18.46
89.57,32.0937,52.50653,42.0,9.0,41.57
84.71,37.0944,54.473354,50.0,9.0,43.84
65.73,28.8975,47.78632,46.0,8.0,53.31
67.72,29.2327,52.26715,50.0,9.0,59.38
56.15,24.1636,45.74559,46.0,8.0,74.6
83.34,35.8717,55.865513,50.0,9.0,45.73
78.04,35.551,54.92611,50.0,9.0,21.59
70.18,31.6337,48.57991,44.0,8.0,29.1
70.28,30.4816,49.1466,48.0,8.0,40.46
69.03,32.7721,50.676098,46.0,9.0,67.84
82.44,34.477,55.434254,48.0,9.0,33.02
67.76,28.9088,52.6216,50.0,9.0,49.83
61.06,25.3988,51.370205,50.0,9.0,55.76
74.06,33.4257,52.67166,46.0,9.0,31.69
77.41,31.846,53.481457,42.0,9.0,40.86
81.22,31.1264,53.40337,46.0,9.0,59.04
59.05,25.2916,46.88937,46.0,8.0,49.69
90.26,39.205,56.957523,50.0,9.0,0.0
83.82,36.2348,55.88466,54.0,9.0,37.3
72.96,30.7588,53.45965,48.0,9.0,23.24
68.93,30.0288,52.911522,46.0,9.0,61.09
75.93,33.4445,54.15126,52.0,9.0,53.31
67.59,30.0624,52.56215,50.0,9.0,50.36
73.86,31.8671,52.221466,48.0,9.0,68.96
72.08,30.3307,52.51272,48.0,9.0,50.15
72.03,31.1547,53.377228,50.0,9.0,51.54
70.24,29.742,52.635178,48.0,9.0,37.15
84.77,36.951,55.95169,48.0,9.0,0.0
78.53,32.889,54.246117,50.0,9.0,34.14
79.5,34.928,55.203197,50.0,9.0,26.3
72.12,31.4525,48.16468,44.0,8.0,36.02
73.89,32.0728,53.108963,48.0,9.0,33.37
58.72,24.2918,46.256657,44.0,8.0,46.53
68.05,30.3166,50.56436,48.0,9.0,110.94
69.09,29.7544,52.743244,54.0,9.0,77.76
68.19,28.4928,48.46008,46.0,8.0,29.46
64.81,27.861,51.988888,48.0,9.0,43.37
83.61,34.5995,54.560837,50.0,9.0,32.59
86.12,36.8535,55.566666,52.0,9.0,32.59
80.31,33.8495,53.294987,48.0,9.0,34.89
67.71,29.9961,48.47552,44.0,8.0,61.84
77.88,32.8446,54.50571,52.0,9.0,40.46
81.48,34.692,55.483006,50.0,9.0,40.86
52.29,22.8907,36.627144,34.0,6.0,33.08
65.17,28.51,52.25131,48.0,9.0,35.53
93.96,36.1757,54.835552,42.0,9.0,21.94
57.68,24.9412,46.23744,46.0,8.0,75.85
55.2,24.022,42.054905,38.0,7.0,12.24
76.83,34.606,50.291523,38.0,8.0,0.0
75.66,31.05,53.778957,48.0,9.0,12.24
77.69,33.1098,54.82502,52.0,9.0,29.46
78.12,32.8298,54.27372,52.0,9.0,40.54
68.28,30.8107,52.687626,48.0,9.0,38.33
75.99,32.018,54.19231,50.0,9.0,26.3
81.36,35.926,52.04245,50.0,8.0,9.23
77.3,33.051,54.593033,52.0,9.0,29.54
82.88,35.8748,55.476364,50.0,9.0,23.47
79.86,33.899,54.838596,50.0,9.0,20.31
68.1,28.569,48.419846,44.0,8.0,12.24
71.46,31.079,53.4489,48.0,9.0,21.76
90.13,38.429,57.40156,54.0,9.0,9.23
81.48,34.039,55.389896,50.0,9.0,12.53
82.3,34.857,55.394955,48.0,9.0,9.23
80.41,35.0304,53.880096,50.0,9.0,52.05
79.8,34.039,55.389896,50.0,9.0,9.23
81.64,35.6194,54.355587,52.0,9.0,56.19
73.97,32.1477,53.031204,48.0,9.0,37.91
77.89,36.1114,52.77792,46.0,9.0,40.71
65.98,28.4888,47.90878,46.0,8.0,40.54
75.12,30.0464,54.068806,50.0,9.0,56.74
76.4,31.5818,53.824245,48.0,9.0,29.46
69.99,28.806,52.94091,50.0,9.0,35.53
65.7,27.471,47.827366,44.0,8.0,26.3
66.88,29.2811,51.248062,48.0,9.0,84.66
72.89,31.5424,53.221066,50.0,9.0,60.16
84.49,34.95,55.203197,50.0,9.0,26.3
67.47,28.9655,51.258236,48.0,9.0,70.38
74.29,31.125,54.1385,50.0,9.0,18.46
71.51,29.761,51.34828,48.0,9.0,60.67
85.21,33.234,54.48223,46.0,9.0,40.86
74.45,31.2685,52.653084,48.0,9.0,43.1
78.59,34.015,54.700294,48.0,9.0,9.23
77.43,33.4447,53.159004,48.0,9.0,41.46
83.95,35.7797,55.865513,50.0,9.0,45.73
82.23,36.269,55.706127,50.0,9.0,9.23
84.68,34.76,55.03541,46.0,9.0,3.01
76.72,32.6445,54.294807,50.0,9.0,65.96
76.85,33.213,55.144333,52.0,9.0,18.46
65.78,29.8124,51.20563,48.0,9.0,65.46
70.69,31.006,53.5872,50.0,9.0,29.54
74.16,30.31,53.191536,46.0,9.0,26.3
71.85,29.584,53.186478,48.0,9.0,26.3
74.39,32.615,49.394993,44.0,8.0,17.07
78.38,32.963,55.144333,52.0,9.0,18.46
75.95,33.2628,51.85427,46.0,9.0,78.07
82.11,35.996,52.04245,50.0,8.0,9.23
72.43,29.654,53.186478,48.0,9.0,26.3
80.02,33.283,55.144333,52.0,9.0,18.46
74.12,31.7162,53.60821,54.0,9.0,72.55
67.54,29.6403,52.493042,52.0,9.0,69.56
70.08,28.8077,52.563156,46.0,9.0,21.26
68.0,29.6545,49.821533,48.0,9.0,97.84
86.32,36.0018,56.076416,52.0,9.0,20.23
85.22,36.245,56.39573,52.0,9.0,9.23
72.88,30.5661,47.642372,44.0,8.0,59.1
81.52,36.299,54.931164,48.0,9.0,21.59
83.41,36.993,56.400784,50.0,9.0,9.23
77.7,32.8078,54.27372,52.0,9.0,40.54
60.84,25.6225,50.4445,46.0,9.0,52.33
82.04,35.9778,55.386814,50.0,9.0,20.23
60.96,26.709,38.953022,36.0,6.0,3.01
81.72,33.8878,55.070587,50.0,9.0,20.23
65.85,28.5188,48.46008,46.0,8.0,29.46
79.35,34.0048,54.189224,50.0,9.0,37.3
75.68,31.4768,49.711475,46.0,8.0,20.23
69.46,28.6978,52.81336,48.0,9.0,29.46
79.11,32.7966,54.50571,52.0,9.0,40.46
65.0,27.0685,46.944496,44.0,8.0,41.82
56.55,24.9804,44.128284,42.0,8.0,82.01
78.97,32.748,54.437874,48.0,9.0,17.07
85.03,32.727,53.081074,48.0,9.0,38.39
75.12,31.676,50.03079,46.0,8.0,9.23
81.22,34.039,55.389896,50.0,9.0,9.23
71.46,31.2354,52.70347,50.0,9.0,62.18
77.15,33.0157,53.390064,46.0,9.0,48.18
75.66,32.341,54.42842,46.0,9.0,33.02
85.58,36.197,56.39573,52.0,9.0,9.23
73.64,29.8897,52.425205,48.0,9.0,56.08
84.44,36.993,56.400784,50.0,9.0,9.23
71.47,31.24,53.946743,52.0,9.0,35.53
57.6,25.4154,50.718273,50.0,9.0,78.62
76.14,27.9334,52.65626,46.0,9.0,57.47
68.84,31.6069,47.13963,44.0,8.0,62.04
101.17,38.497,56.65141,46.0,9.0,0.0
77.44,32.8446,54.50571,52.0,9.0,40.46
78.43,33.676,55.069656,48.0,9.0,26.8
80.16,35.2617,54.041424,50.0,9.0,38.06
63.75,26.7034,51.683605,52.0,9.0,69.92
80.55,33.7995,54.31527,52.0,9.0,41.82
75.09,31.798,53.784016,46.0,9.0,12.47
81.41,37.4181,53.46434,48.0,9.0,44.82
75.92,33.4094,52.191837,48.0,9.0,66.59
76.63,32.3192,54.084835,50.0,9.0,70.04
71.01,29.9197,52.192474,46.0,9.0,67.72
77.78,33.283,55.144333,52.0,9.0,21.76
61.61,22.6374,46.692974,44.0,8.0,56.74
83.13,35.812,56.075485,50.0,9.0,26.8
65.5,28.1733,51.574722,50.0,9.0,73.54
81.03,34.085,54.700294,48.0,9.0,9.23
72.28,31.9858,53.68124,52.0,9.0,54.37
84.85,35.728,55.44876,48.0,9.0,17.07
92.34,39.885,57.652184,50.0,9.0,0.0
67.69,28.784,52.94091,50.0,9.0,38.83
77.44,31.943,53.832767,48.0,9.0,20.31
81.2,34.109,55.389896,50.0,9.0,9.23
72.5,30.5827,52.687626,48.0,9.0,38.33
77.83,33.4597,54.470573,52.0,9.0,42.31
62.04,26.429,51.97438,48.0,9.0,59.32
79.75,34.9854,54.819378,52.0,9.0,46.33
69.36,29.3508,52.906467,48.0,9.0,61.09
80.38,32.537,54.62963,46.0,9.0,0.0
87.09,36.315,56.39573,52.0,9.0,12.53
73.59,31.7577,51.343052,48.0,9.0,32.86
81.85,34.01,54.34075,46.0,9.0,3.01
74.09,32.722,54.197365,48.0,9.0,26.3
74.3,31.5398,53.375153,46.0,9.0,20.23
77.02,31.5123,52.990128,50.0,9.0,52.82
64.84,27.253,52.028187,48.0,9.0,67.16
77.81,31.768,54.19231,50.0,9.0,26.3
83.72,37.6227,54.48939,48.0,9.0,19.03
53.79,20.7734,42.678944,42.0,8.0,95.63
81.06,34.9414,53.169346,48.0,9.0,48.87
83.21,33.8878,55.070587,50.0,9.0,20.23
70.75,30.071,53.892937,52.0,9.0,27.69
76.27,30.9258,53.81919,50.0,9.0,32.76
80.16,34.5298,54.361233,52.0,9.0,41.82
71.57,30.895,52.953747,46.0,9.0,45.38
80.88,34.083,55.389896,50.0,9.0,9.23
78.91,33.1358,54.82502,52.0,9.0,29.46
75.18,31.693,53.832767,48.0,9.0,20.08
71.67,30.99,53.946743,52.0,9.0,35.53
84.58,34.865,54.33794,46.0,9.0,28.72
72.17,32.3458,53.3554,50.0,9.0,41.82
68.67,29.626,51.945576,46.0,9.0,37.38
79.07,32.818,54.437874,48.0,9.0,17.07
83.92,37.627,56.40584,48.0,9.0,9.23
67.58,31.0567,51.838005,48.0,9.0,55.13
73.92,31.458,54.23161,50.0,9.0,50.09
71.57,29.6608,52.867165,48.0,9.0,37.3
64.72,28.3426,47.94901,48.0,8.0,57.53
69.01,29.795,52.99472,50.0,9.0,43.37
85.39,36.17,56.036186,50.0,9.0,3.24
48.73,20.6746,40.52443,40.0,7.0,52.99
80.58,33.829,54.838596,50.0,9.0,20.31
90.67,37.719,56.40584,48.0,9.0,9.23
78.96,34.741,54.705353,46.0,9.0,12.53
74.7,32.1868,54.219913,52.0,9.0,32.47
57.82,25.6416,48.64426,48.0,9.0,101.98
77.12,33.1097,54.38306,52.0,9.0,38.33
84.1,36.293,56.39573,52.0,9.0,12.53
65.33,28.4237,48.018116,46.0,8.0,38.33
76.98,34.725,54.680542,52.0,9.0,30.82
75.8,33.4414,54.178146,50.0,9.0,52.32
67.83,31.2668,48.332268,42.0,8.0,20.23
77.88,33.0747,54.215275,48.0,9.0,25.18
75.0,32.8195,54.063747,52.0,9.0,49.33
66.49,28.5858,48.268322,48.0,8.0,46.53
59.47,25.5118,50.489086,52.0,9.0,20.23
66.8,28.784,52.94091,50.0,9.0,35.53
79.27,35.0225,54.571735,50.0,9.0,42.17
88.88,39.102,57.047073,50.0,9.0,3.01
83.87,36.3195,54.529625,50.0,9.0,36.02
81.69,34.905,55.394955,48.0,9.0,12.53
78.34,33.94,54.34075,46.0,9.0,3.01
68.89,30.2367,51.823116,46.0,9.0,50.15
72.65,30.9047,53.377228,50.0,9.0,38.33
79.65,36.3682,53.714542,50.0,9.0,48.05
57.15,25.8585,41.84185,38.0,7.0,42.17
73.61,32.5147,53.518547,50.0,9.0,50.15
68.11,29.3268,52.21686,46.0,9.0,61.09
76.2,33.2054,53.813545,50.0,9.0,60.95
77.62,33.5667,53.939022,48.0,9.0,29.1
78.72,33.278,54.78479,50.0,9.0,12.24
68.85,28.6508,52.0703,50.0,9.0,57.61
77.91,33.051,54.593033,52.0,9.0,29.31
81.8,36.3814,54.960697,52.0,9.0,52.95
71.85,30.2983,51.724277,48.0,9.0,55.12
72.85,31.72,52.813103,46.0,9.0,26.3
65.72,27.891,52.887104,50.0,9.0,27.69
74.06,31.652,49.341183,44.0,8.0,9.23
71.42,30.3636,49.1466,48.0,8.0,40.46
66.97,28.9967,52.3714,48.0,9.0,38.33
79.46,33.628,55.069656,48.0,9.0,27.03
75.39,31.055,54.1385,50.0,9.0,21.76
69.22,28.998,53.097294,44.0,9.0,50.59
75.96,30.9038,53.81919,50.0,9.0,32.76
68.95,29.274,53.225777,48.0,9.0,50.09
85.66,36.127,56.39573,52.0,9.0,9.23
85.08,36.881,55.95169,48.0,9.0,0.0
83.17,36.0478,55.386814,50.0,9.0,20.23
70.55,30.5535,53.097218,50.0,9.0,73.12
73.4,30.9595,53.05792,50.0,9.0,59.24
66.73,28.5408,48.46008,46.0,8.0,29.46
82.18,35.6918,56.11572,52.0,9.0,44.02
65.36,28.388,47.19157,42.0,8.0,34.14
85.22,39.098,55.10861,50.0,9.0,27.96
80.12,33.8407,54.628624,50.0,9.0,29.1
